ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class	ve_symbol	ve_product	pa_symbol	pa_product	KO	KO_definition	functional_category
WP_209388011.1	WP_309539992.1	gene-ACSAL1_RS04110	-1.8031818045343413	gene-ACZ0AN_RS04375	1.5342963973693164	opposite		DNA-3-methyladenine glycosylase family protein		DNA-3-methyladenine glycosylase family protein	K01247	DNA-3-methyladenine glycosylase II [EC:3.2.2.21]	unclassified
WP_209388096.1	WP_003180598.1	gene-ACSAL1_RS05760	-8.836432483973539	gene-ACZ0AN_RS06415	-2.988355215365623	conserved_down		peptide-binding protein		peptide-binding protein	K02035	peptide/nickel transport system substrate-binding protein	unclassified
WP_007409777.1	WP_020451389.1	gene-ACSAL1_RS08255	2.7675974423991145	gene-ACZ0AN_RS08955	4.422529013607652	conserved_up	fliE	flagellar hook-basal body complex protein FliE	fliE	flagellar hook-basal body complex protein FliE	K02408	flagellar hook-basal body complex protein FliE	unclassified
WP_014419203.1	WP_025810596.1	gene-ACSAL1_RS18135	3.2894651689740755	gene-ACZ0AN_RS20175	-1.0587035131339115	opposite	glxA	glyoxalase GlxA		VOC family protein	K01759	lactoylglutathione lyase [EC:4.4.1.5]	unclassified
WP_014419216.1	WP_463315594.1	gene-ACSAL1_RS18235	2.385908071480302	gene-ACZ0AN_RS20335	1.4164846264262734	conserved_up		DNA-3-methyladenine glycosylase		DNA-3-methyladenine glycosylase	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]	unclassified
WP_014720932.1	WP_020452853.1	gene-ACSAL1_RS04980	1.1085797791705978	gene-ACZ0AN_RS17240	2.866732120959902	conserved_up		TetR/AcrR family transcriptional regulator		TetR/AcrR family transcriptional regulator			regulation
WP_022553802.1	WP_020450024.1	gene-ACSAL1_RS15820	2.302102677869517	gene-ACZ0AN_RS01635	-3.8434368399104457	opposite		lantibiotic protection ABC transporter ATP-binding protein		lantibiotic protection ABC transporter ATP-binding protein	K20490	lantibiotic transport system ATP-binding protein	transport
WP_022553802.1	WP_020450024.1	gene-ACSAL1_RS15820	2.302102677869517	gene-ACZ0AN_RS01635	-3.8434368399104457	opposite		lantibiotic protection ABC transporter ATP-binding protein		lantibiotic protection ABC transporter ATP-binding protein	K01990	ABC-2 type transport system ATP-binding protein	transport
WP_029973678.1	WP_212110497.1	gene-ACSAL1_RS07205	2.3906716068661136	gene-ACZ0AN_RS07915	-4.085783881195495	opposite		WD40/YVTN/BNR-like repeat-containing protein		WD40/YVTN/BNR-like repeat-containing protein			unclassified
WP_209387554.1	WP_020453235.1	gene-ACSAL1_RS14865	1.5416771575832595	gene-ACZ0AN_RS19395	-3.957512289066453	opposite		alpha/beta hydrolase		alpha/beta hydrolase	K07017	ferri-bacillibactin esterase [EC:3.1.-.-]	glycine_betaine_choline
WP_209387557.1	WP_020452836.1	gene-ACSAL1_RS15005	-4.7305974059679565	gene-ACZ0AN_RS17135	-3.270948392217856	conserved_down		S9 family peptidase		S9 family peptidase	K01303	acylaminoacyl-peptidase [EC:3.4.19.1]	unclassified
WP_209388212.1	WP_020451327.1	gene-ACSAL1_RS07900	-3.0047496525185804	gene-ACZ0AN_RS08605	1.35277181282947	opposite		dihydroorotase		dihydroorotase	K01465	dihydroorotase [EC:3.5.2.3]	unclassified
WP_209388216.1	WP_020451336.1	gene-ACSAL1_RS07945	2.414841743463416	gene-ACZ0AN_RS08655	-5.172151041494447	opposite	sat	sulfate adenylyltransferase	sat	sulfate adenylyltransferase	K00958	sulfate adenylyltransferase [EC:2.7.7.4]	unclassified
WP_209388252.1	WP_020450473.1	gene-ACSAL1_RS08690	1.3622236604329794	gene-ACZ0AN_RS03830	2.2924128567716235	conserved_up		hypothetical protein		hypothetical protein			unclassified
WP_209388287.1	WP_023856967.1	gene-ACSAL1_RS09250	1.4891602330405798	gene-ACZ0AN_RS20235	1.5037524250611525	conserved_up		sugar kinase		sugar kinase	K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	unclassified
WP_003156188.1	WP_006638778.1	gene-ACSAL1_RS02490	1.9893596640484152	gene-ACZ0AN_RS02820	1.5777885573158406	conserved_up	endB	type II toxin-antitoxin system antitoxin EndoAI		CopG family ribbon-helix-helix protein	K07723	CopG family transcriptional regulator / antitoxin EndoAI	regulation
WP_025649280.1	WP_079289258.1	gene-ACSAL1_RS15620	-4.379155678467193	gene-ACZ0AN_RS11285	-4.448011081301876	conserved_down		hypothetical protein		stress response protein YvgO			unclassified
WP_025649507.1	WP_023857285.1	gene-ACSAL1_RS07250	1.048174393393034	gene-ACZ0AN_RS07960	1.1459112063521797	conserved_up		molybdenum cofactor guanylyltransferase	mobA	molybdenum cofactor guanylyltransferase	K03752	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]	unclassified
WP_038458013.1	WP_020451392.1	gene-ACSAL1_RS08270	3.5434053862178323	gene-ACZ0AN_RS08970	3.096073047684985	conserved_up	fliH	flagellar assembly protein FliH	fliH	flagellar assembly protein FliH	K02411	flagellar assembly protein FliH	unclassified
WP_209387545.1	WP_020452787.1	gene-ACSAL1_RS14690	2.3835243240054025	gene-ACZ0AN_RS16840	1.6137649185219811	conserved_up		Na+/H+ antiporter subunit E		Na+/H+ antiporter subunit E	K05569	multicomponent Na+:H+ antiporter subunit E	sodium_homeostasis
WP_209387607.1	WP_095292172.1	gene-ACSAL1_RS16085	-5.697798056811681	gene-ACZ0AN_RS18240	-6.213331683021752	conserved_down		acetyltransferase		acetyltransferase	K19429	acetyltransferase EpsM [EC:2.3.1.-]	unclassified
WP_209387611.1	WP_095292166.1	gene-ACSAL1_RS16110	-4.436791661627002	gene-ACZ0AN_RS18265	-6.703226085229215	conserved_down		glycosyltransferase family 2 protein		glycosyltransferase family 2 protein	K19425	glycosyltransferase EpsH [EC:2.4.-.-]	biofilm_cell_envelope
WP_209387646.1	WP_026580179.1	gene-ACSAL1_RS16710	2.9363138804074542	gene-ACZ0AN_RS18815	-1.4168591077994546	opposite	tuaG	teichuronic acid biosynthesis protein TuaG	tuaG	teichuronic acid biosynthesis protein TuaG	K16698	teichuronic acid biosynthesis glycosyltransferase TuaG [EC:2.4.-.-]	biofilm_cell_envelope
WP_209388183.1	WP_020451200.1	gene-ACSAL1_RS07190	1.414353186335384	gene-ACZ0AN_RS07900	1.0182030945837857	conserved_up	cbpB	cyclic-di-AMP-binding protein CbpB	cbpB	cyclic-di-AMP-binding protein CbpB			unclassified
WP_003155289.1	WP_039072577.1	gene-ACSAL1_RS04990	-2.041175850189201	gene-ACZ0AN_RS05455	7.235454130353523	opposite		universal stress protein		universal stress protein			unclassified
WP_014417273.1	WP_025811847.1	gene-ACSAL1_RS04705	-2.250070917556412	gene-ACZ0AN_RS05060	-2.8438962412306408	conserved_down		ABC transporter permease		ABC transporter permease	K01992	ABC-2 type transport system permease protein	transport
WP_014417440.1	WP_003180714.1	gene-ACSAL1_RS05995	-2.298778308602756	gene-ACZ0AN_RS06690	4.045016174893207	opposite		hypothetical protein		hypothetical protein			unclassified
WP_014417729.1	WP_023857239.1	gene-ACSAL1_RS07895	-2.0297876221448985	gene-ACZ0AN_RS08600	2.9303437588381245	opposite		aspartate carbamoyltransferase catalytic subunit		aspartate carbamoyltransferase catalytic subunit	K00609	aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2]	unclassified
WP_022554035.1	WP_020453621.1	gene-ACSAL1_RS19115	-2.322990530066633	gene-ACZ0AN_RS21505	1.0101514518507837	opposite	purA	adenylosuccinate synthase		adenylosuccinate synthase	K01939	adenylosuccinate synthase [EC:6.3.4.4]	unclassified
WP_029972881.1	WP_095292867.1	gene-ACSAL1_RS17670	1.10182029199333	gene-ACZ0AN_RS01575	1.2469505260009366	conserved_up		MarR family transcriptional regulator		MarR family winged helix-turn-helix transcriptional regulator			regulation
WP_209388037.1	WP_020450667.1	gene-ACSAL1_RS04615	2.944386651393398	gene-ACZ0AN_RS04970	2.721126319181297	conserved_up		hypothetical protein		hypothetical protein			unclassified
WP_003152856.1	WP_020452280.1	gene-ACSAL1_RS12205	-1.0169068275837905	gene-ACZ0AN_RS13890	1.399818401763045	opposite	aroE	shikimate dehydrogenase	aroE	shikimate dehydrogenase	K00014	shikimate dehydrogenase [EC:1.1.1.25]	transport
WP_003153100.1	WP_023855186.1	gene-ACSAL1_RS11695	-6.591601171191677	gene-ACZ0AN_RS13250	-6.706310358210987	conserved_down	sipW	signal peptidase I SipW	sipW	signal peptidase I SipW	K13280	signal peptidase I [EC:3.4.21.89]	unclassified
WP_003153114.1	WP_020452155.1	gene-ACSAL1_RS11645	1.0102056445239047	gene-ACZ0AN_RS13185	1.1151835516604192	conserved_up		lipoate--protein ligase family protein		lipoate--protein ligase family protein	K23734	lipoyl(octanoyl) transferase [EC:2.3.1.181]	unclassified
WP_003153118.1	WP_020452153.1	gene-ACSAL1_RS11635	3.617492440935315	gene-ACZ0AN_RS13175	5.094380867120173	conserved_up		patatin-like phospholipase family protein		patatin-like phospholipase family protein	K07001	NTE family protein	unclassified
WP_003153415.1	WP_023857465.1	gene-ACSAL1_RS10745	1.242076885019327	gene-ACZ0AN_RS12190	1.648876718615896	conserved_up	prsW	glutamic-type intramembrane protease PrsW	prsW	glutamic-type intramembrane protease PrsW	K24131	protease PrsW [EC:3.4.-.-]	unclassified
WP_007612940.1	WP_020452494.1	gene-ACSAL1_RS13030	1.7482222711787694	gene-ACZ0AN_RS15115	1.6140957334261157	conserved_up		YslB family protein		YslB family protein			unclassified
WP_012117263.1	WP_003180528.1	gene-ACSAL1_RS05580	-2.372524328022084	gene-ACZ0AN_RS06245	1.3085160415468278	opposite		YajQ family cyclic di-GMP-binding protein		YajQ family cyclic di-GMP-binding protein	K09767	cyclic-di-GMP-binding protein	unclassified
WP_014418528.1	WP_023855393.1	gene-ACSAL1_RS12630	1.2167007659470437	gene-ACZ0AN_RS14660	4.132030173461174	conserved_up		LapA family protein		LapA family protein	K08992	lipopolysaccharide assembly protein A	biofilm_cell_envelope
WP_014418851.1	WP_020453400.1	gene-ACSAL1_RS15460	-3.839634925959488	gene-ACZ0AN_RS20305	-1.8350851572907096	conserved_down		MFS transporter		MFS transporter	K08217	MFS transporter, DHA3 family, macrolide efflux protein	transport
WP_022552673.1	WP_023855723.1	gene-ACSAL1_RS02920	-2.1759039314574493	gene-ACZ0AN_RS10850	1.2509135149737085	opposite	abc-f	ribosomal protection-like ABC-F family protein	abc-f	ribosomal protection-like ABC-F family protein	K18231	macrolide transport system ATP-binding/permease protein	transport
WP_032873890.1	WP_023855369.1	gene-ACSAL1_RS12440	3.9870230484908817	gene-ACZ0AN_RS14490	-1.1233091372305468	opposite		class I SAM-dependent methyltransferase		class I SAM-dependent DNA methyltransferase	K17462	putative AdoMet-dependent methyltransferase [EC:2.1.1.-]	unclassified
WP_209387433.1	WP_023857118.1	gene-ACSAL1_RS11755	1.42731643666065	gene-ACZ0AN_RS19315	8.085635229238775	conserved_up		hemolysin family protein		hemolysin family protein	K03699	magnesium and cobalt exporter, CNNM family	unclassified
WP_209387492.1	WP_026579091.1	gene-ACSAL1_RS13250	1.1605197243735168	gene-ACZ0AN_RS15340	1.2511651379488289	conserved_up		sensor histidine kinase		sensor histidine kinase	K07704	two-component system, LytTR family, sensor histidine kinase LytS [EC:2.7.13.3]	regulation
WP_209387583.1	WP_025810763.1	gene-ACSAL1_RS15670	1.4245236705406368	gene-ACZ0AN_RS17850	-1.1208647588266096	opposite		heavy metal translocating P-type ATPase		heavy metal translocating P-type ATPase	K17686	P-type Cu+ transporter [EC:7.2.2.8]	unclassified
WP_209387583.1	WP_025810763.1	gene-ACSAL1_RS15670	1.4245236705406368	gene-ACZ0AN_RS17850	-1.1208647588266096	opposite		heavy metal translocating P-type ATPase		heavy metal translocating P-type ATPase	K01533	P-type Cu2+ transporter [EC:7.2.2.9]	unclassified
WP_209388209.1	WP_463315682.1	gene-ACSAL1_RS07800	-4.771852676324009	gene-ACZ0AN_RS08505	-2.8463027188605667	conserved_down		S8 family peptidase		S8 family serine peptidase	K13276	bacillopeptidase F [EC:3.4.21.-]	unclassified
WP_209388249.1	WP_095292687.1	gene-ACSAL1_RS08635	-1.3568860186456155	gene-ACZ0AN_RS00985	-3.158145350613784	conserved_down		serine hydrolase domain-containing protein		serine hydrolase domain-containing protein	K22580	teichoic acid D-alanine hydrolase [EC:3.1.1.103]	unclassified
WP_209388249.1	WP_095292687.1	gene-ACSAL1_RS08635	-1.3568860186456155	gene-ACZ0AN_RS00985	-3.158145350613784	conserved_down		serine hydrolase domain-containing protein		serine hydrolase domain-containing protein	K01286	D-alanyl-D-alanine carboxypeptidase [EC:3.4.16.4]	unclassified
WP_209388296.1	WP_044803292.1	gene-ACSAL1_RS09340	-3.931865011062726	gene-ACZ0AN_RS17980	-5.604333991616759	conserved_down	xynC	glucuronoarabinoxylan endo-1%2C4-beta-xylanase XynC	xynC	glucuronoarabinoxylan endo-1%2C4-beta-xylanase XynC	K15924	glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]	glycine_betaine_choline
WP_007408053.1	WP_020452578.1	gene-ACSAL1_RS13490	2.2347374801941875	gene-ACZ0AN_RS15565	1.3338577099871225	conserved_up		acetate kinase		acetate kinase	K00925	acetate kinase [EC:2.7.2.1]	unclassified
WP_007408709.1	WP_026580067.1	gene-ACSAL1_RS14910	-2.52966151659056	gene-ACZ0AN_RS17045	3.4529523969998883	opposite		NAD(P)/FAD-dependent oxidoreductase		NAD(P)/FAD-dependent oxidoreductase	K03885	NADH:quinone reductase (non-electrogenic) [EC:1.6.5.9]	oxidative_stress
WP_007409044.1	WP_023855222.1	gene-ACSAL1_RS01525	3.223951336408112	gene-ACZ0AN_RS13530	2.1684184456343374	conserved_up		metal ABC transporter permease		metal ABC transporter permease	K09816	zinc transport system permease protein	transport
WP_014305310.1	WP_020451956.1	gene-ACSAL1_RS10625	-1.1501094277746715	gene-ACZ0AN_RS12065	1.1737778390865292	opposite	aroB	3-dehydroquinate synthase	aroB	3-dehydroquinate synthase	K01735	3-dehydroquinate synthase [EC:4.2.3.4]	unclassified
WP_014416905.1	WP_020450171.1	gene-ACSAL1_RS01970	2.671573714662776	gene-ACZ0AN_RS02375	-2.115883318913803	opposite		iron chelate uptake ABC transporter family permease subunit		iron chelate uptake ABC transporter family permease subunit	K25283	iron-siderophore transport system permease protein	transport
WP_014418408.1	WP_020452248.1	gene-ACSAL1_RS12050	-1.129817142211832	gene-ACZ0AN_RS13720	-1.1485529290245378	conserved_down		hypothetical protein		hypothetical protein			unclassified
WP_014418748.1	WP_023856137.1	gene-ACSAL1_RS14590	1.0768863178368075	gene-ACZ0AN_RS16730	1.431476000400966	conserved_up		DUF1871 family protein		DUF1871 family protein			unclassified
WP_014418969.1	WP_463315607.1	gene-ACSAL1_RS16380	-1.3063270818016426	gene-ACZ0AN_RS01165	-3.550119058831153	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K18104	ATP-binding cassette, subfamily B, bacterial AbcA/BmrA [EC:7.6.2.2]	transport
WP_014418974.1	WP_023856359.1	gene-ACSAL1_RS16405	2.329944598103555	gene-ACZ0AN_RS18505	3.191937501962899	conserved_up	hisB	imidazoleglycerol-phosphate dehydratase HisB	hisB	imidazoleglycerol-phosphate dehydratase HisB	K01693	imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	unclassified
WP_095270778.1	WP_101561430.1	gene-ACSAL1_RS16395	1.658652010474452	gene-ACZ0AN_RS18495	2.9260116787617827	conserved_up	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase	K01814	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	unclassified
WP_095273110.1	WP_249726614.1	gene-ACSAL1_RS04875	-2.5365152767585504	gene-ACZ0AN_RS05265	1.5345773037398611	opposite		citrate synthase/methylcitrate synthase		citrate synthase/methylcitrate synthase			unclassified
WP_095273206.1	WP_026580622.1	gene-ACSAL1_RS04315	-1.743540925436476	gene-ACZ0AN_RS04625	3.650424617253455	opposite		YfhJ family protein		YfhJ family protein			unclassified
WP_095273341.1	WP_033155065.1	gene-ACSAL1_RS14860	1.5778932466541775	gene-ACZ0AN_RS19390	-4.362964885030696	opposite		2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase		2%2C3-dihydro-2%2C3-dihydroxybenzoate dehydrogenase	K00216	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	unclassified
WP_106080393.1	WP_144497729.1	gene-ACSAL1_RS05000	-2.9951889826002223	gene-ACZ0AN_RS05465	-2.8769909479587565	conserved_down	bmrD	multidrug resistance ABC transporter ATP-binding protein/permease BmrD	bmrD	multidrug resistance ABC transporter ATP-binding protein/permease BmrD	K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	transport
WP_209387890.1	WP_146873720.1	gene-ACSAL1_RS02060	-4.473910967786348	gene-ACZ0AN_RS02425	2.179160803552737	opposite	gabT	4-aminobutyrate--2-oxoglutarate transaminase	gabT	4-aminobutyrate--2-oxoglutarate transaminase	K07250	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]	unclassified
WP_209387929.1	WP_396278994.1	gene-ACSAL1_RS02830	2.1582129126574885	gene-ACZ0AN_RS02710	1.4075276134146473	conserved_up		Na+/H+ antiporter NhaC family protein		Na+/H+ antiporter NhaC family protein			sodium_homeostasis
WP_209387935.1	WP_020449955.1	gene-ACSAL1_RS02955	1.802164700032009	gene-ACZ0AN_RS01280	1.1501266095174394	conserved_up		sulfite exporter TauE/SafE family protein		sulfite exporter TauE/SafE family protein	K07090	uncharacterized protein	unclassified
WP_209388151.1	WP_023856766.1	gene-ACSAL1_RS06625	-7.251040954502982	gene-ACZ0AN_RS07265	-1.4431052967788969	conserved_down		peptide ABC transporter substrate-binding protein		peptide ABC transporter substrate-binding protein	K16199	dipeptide transport system substrate-binding protein	transport
WP_209388151.1	WP_023856766.1	gene-ACSAL1_RS06625	-7.251040954502982	gene-ACZ0AN_RS07265	-1.4431052967788969	conserved_down		peptide ABC transporter substrate-binding protein		peptide ABC transporter substrate-binding protein	K15580	oligopeptide transport system substrate-binding protein	transport
WP_209388151.1	WP_023856766.1	gene-ACSAL1_RS06625	-7.251040954502982	gene-ACZ0AN_RS07265	-1.4431052967788969	conserved_down		peptide ABC transporter substrate-binding protein		peptide ABC transporter substrate-binding protein	K02035	peptide/nickel transport system substrate-binding protein	transport
WP_209388154.1	WP_458110479.1	gene-ACSAL1_RS06645	-4.4446955036845655	gene-ACZ0AN_RS07285	-2.3859624899557863	conserved_down		ABC transporter ATP-binding protein		ABC transporter ATP-binding protein	K02032	peptide/nickel transport system ATP-binding protein	transport
WP_209388213.1	WP_023857236.1	gene-ACSAL1_RS07915	-3.994368827247178	gene-ACZ0AN_RS08620	1.455848320168253	opposite		dihydroorotate dehydrogenase electron transfer subunit		dihydroorotate dehydrogenase electron transfer subunit	K02823	dihydroorotate dehydrogenase electron transfer subunit	unclassified
WP_007407528.1	WP_023857148.1	gene-ACSAL1_RS16950	1.888507944479355	gene-ACZ0AN_RS19105	-1.1168655277979178	opposite	alsR	acetoin biosynthesis transcriptional regulator AlsR	alsR	acetoin biosynthesis transcriptional regulator AlsR	K21757	LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes	regulation
WP_007407528.1	WP_023857148.1	gene-ACSAL1_RS16950	1.888507944479355	gene-ACZ0AN_RS19105	-1.1168655277979178	opposite	alsR	acetoin biosynthesis transcriptional regulator AlsR	alsR	acetoin biosynthesis transcriptional regulator AlsR	K05817	LysR family transcriptional regulator, hca operon transcriptional activator	regulation
WP_007407833.1	WP_023856874.1	gene-ACSAL1_RS18735	-3.003667405224812	gene-ACZ0AN_RS21050	-1.0760270025244625	conserved_down		sugar phosphate isomerase/epimerase family protein		sugar phosphate isomerase/epimerase family protein	K06605	myo-inositol catabolism protein IolH	unclassified
WP_007408146.1	WP_035338217.1	gene-ACSAL1_RS12920	-2.773655229657829	gene-ACZ0AN_RS14990	1.9403434467068632	opposite	leuD	3-isopropylmalate dehydratase small subunit	leuD	3-isopropylmalate dehydratase small subunit	K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	unclassified
WP_007408166.1	WP_020452450.1	gene-ACSAL1_RS12800	-1.053106632422948	gene-ACZ0AN_RS14870	-1.6049072282549135	conserved_down	mreC	rod shape-determining protein MreC	mreC	rod shape-determining protein MreC	K03570	rod shape-determining protein MreC	unclassified
WP_007611720.1	WP_020451591.1	gene-ACSAL1_RS09100	1.0949771771547707	gene-ACZ0AN_RS10050	1.856216948368829	conserved_up	lexA	transcriptional repressor LexA	lexA	transcriptional repressor LexA	K01356	repressor LexA [EC:3.4.21.88]	unclassified
WP_007613980.1	WP_023856924.1	gene-ACSAL1_RS16235	1.9649828315535425	gene-ACZ0AN_RS20680	4.3957796717144335	conserved_up		MFS transporter		MFS transporter	K02532	MFS transporter, OHS family, lactose permease	transport
WP_007614078.1	WP_020453097.1	gene-ACSAL1_RS16575	-1.5745220130036943	gene-ACZ0AN_RS18665	-1.5099409821944676	conserved_down		YitT family protein		YitT family protein			unclassified
WP_014721606.1	WP_023855407.1	gene-ACSAL1_RS12705	-1.3102430705573511	gene-ACZ0AN_RS14765	-1.4156539426299364	conserved_down		YhcN/YlaJ family sporulation lipoprotein		YhcN/YlaJ family sporulation lipoprotein	K06345	spore cortex protein	unclassified
WP_209387544.1	WP_080131483.1	gene-ACSAL1_RS14670	1.126779857365058	gene-ACZ0AN_RS16820	2.1376321481368232	conserved_up		Na+/H+ antiporter subunit A		Na+/H+ antiporter subunit A	K05565	multicomponent Na+:H+ antiporter subunit A	sodium_homeostasis
WP_209387911.1	WP_026580583.1	gene-ACSAL1_RS02420	1.7301955847197297	gene-ACZ0AN_RS02755	-2.224249954055576	opposite		acyl-CoA dehydrogenase family protein		acyl-CoA dehydrogenase family protein			unclassified
WP_209388358.1	WP_023855508.1	gene-ACSAL1_RS13725	-3.273996999785064	gene-ACZ0AN_RS15710	1.3500581237708933	opposite		acetoin utilization protein AcuC		acetoin utilization protein AcuC	K04768	acetoin utilization protein AcuC	unclassified
WP_003151503.1	WP_020453050.1	gene-ACSAL1_RS16310	-2.9989415090396148	gene-ACZ0AN_RS18410	1.0186899730869814	opposite		beta-class carbonic anhydrase		beta-class carbonic anhydrase	K01673	carbonic anhydrase [EC:4.2.1.1]	glycine_betaine_choline
WP_003154312.1	WP_271725184.1	gene-ACSAL1_RS08110	1.087580621675234	gene-ACZ0AN_RS08815	-1.8493920635257728	opposite	fabG	3-oxoacyl-[acyl-carrier-protein] reductase	fabG	3-oxoacyl-[acyl-carrier-protein] reductase	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	unclassified
WP_003154690.1	WP_020451145.1	gene-ACSAL1_RS06925	-2.3997605810803044	gene-ACZ0AN_RS07580	3.2587748410728485	opposite	spo0E	aspartyl-phosphate phosphatase Spo0E		aspartyl-phosphate phosphatase Spo0E family protein	K28810	spo0E family aspartyl-phosphate phosphatase	unclassified
WP_007408296.1	WP_026579292.1	gene-ACSAL1_RS11920	2.0568155772288206	gene-ACZ0AN_RS13540	2.691811835945876	conserved_up		YitT family protein		YitT family protein			unclassified
WP_007612510.1	WP_025811170.1	gene-ACSAL1_RS11560	1.0959818511907529	gene-ACZ0AN_RS13095	-1.650939700790506	opposite	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein	accB	acetyl-CoA carboxylase biotin carboxyl carrier protein	K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein	unclassified
WP_007613496.1	WP_035337619.1	gene-ACSAL1_RS14915	2.9590070480118618	gene-ACZ0AN_RS17050	-1.4162598944509583	opposite	yumC	ferredoxin--NADP reductase 2	yumC	ferredoxin--NADP reductase 2	K21567	ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1]	oxidative_stress
WP_032863920.1	WP_224146418.1	gene-ACSAL1_RS14685	1.3007322633641176	gene-ACZ0AN_RS16835	1.9087232015654985	conserved_up		Na+/H+ antiporter subunit D		Na+/H+ antiporter subunit D	K05568	multicomponent Na+:H+ antiporter subunit D	sodium_homeostasis
WP_209388240.1	WP_020451410.1	gene-ACSAL1_RS08370	4.747927561056087	gene-ACZ0AN_RS09070	1.0520172326355437	conserved_up		protein-glutamate methylesterase/protein-glutamine glutaminase		protein-glutamate methylesterase/protein-glutamine glutaminase	K03412	two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]	transport
WP_209388310.1	WP_463315701.1	gene-ACSAL1_RS09490	-6.482509195309159	gene-ACZ0AN_RS10640	-5.94605678116537	conserved_down		non-ribosomal peptide synthetase		amino acid adenylation domain-containing protein	K15666	plipastatin/fengycin lipopeptide synthetase C	unclassified
WP_007410036.1	WP_020452927.1	gene-ACSAL1_RS15555	4.5809893873153245	gene-ACZ0AN_RS17690	2.407085786537572	conserved_up		amino acid permease		amino acid permease	K03758	arginine:ornithine antiporter / lysine permease	sodium_homeostasis;transport
WP_007609791.1	WP_095293002.1	gene-ACSAL1_RS03165	-3.0007844564021773	gene-ACZ0AN_RS03230	-1.2714857724273227	conserved_down	tatC	twin-arginine translocase subunit TatC	tatC	twin-arginine translocase subunit TatC	K03118	sec-independent protein translocase protein TatC	unclassified
WP_007612991.1	WP_020452519.1	gene-ACSAL1_RS13160	-3.0268642333038507	gene-ACZ0AN_RS15250	-1.30229110200227	conserved_down	araQ	arabinooligosaccharides ABC transporter permease AraQ		carbohydrate ABC transporter permease	K17236	arabinooligosaccharide transport system permease protein	transport
WP_007612991.1	WP_020452519.1	gene-ACSAL1_RS13160	-3.0268642333038507	gene-ACZ0AN_RS15250	-1.30229110200227	conserved_down	araQ	arabinooligosaccharides ABC transporter permease AraQ		carbohydrate ABC transporter permease	K02026	multiple sugar transport system permease protein	transport
WP_014304649.1	WP_020452571.1	gene-ACSAL1_RS04215	1.4252616583793405	gene-ACZ0AN_RS15530	2.04064355755406	conserved_up		PadR family transcriptional regulator		PadR family transcriptional regulator	K26739	PadR family transcriptional regulator, phenolic acid-responsive transcriptional regulator	regulation
WP_014418515.1	WP_020452393.1	gene-ACSAL1_RS12480	1.6039663037829603	gene-ACZ0AN_RS14530	1.488872284702228	conserved_up		O-methyltransferase		O-methyltransferase			unclassified
WP_110085500.1	WP_020451902.1	gene-ACSAL1_RS10315	2.359979697845892	gene-ACZ0AN_RS11750	1.061756507421873	conserved_up	pbuX	xanthine permease PbuX		nucleobase:cation symporter-2 family protein	K16169	xanthine permease	transport
WP_167408947.1	WP_463315688.1	gene-ACSAL1_RS13595	-3.621628308983184	gene-ACZ0AN_RS09690	-1.5516897432526406	conserved_down		SMI1/KNR4 family protein		SMI1/KNR4 family protein			unclassified
WP_209388201.1	WP_003181456.1	gene-ACSAL1_RS07560	1.5856003151824465	gene-ACZ0AN_RS08240	-1.493935486351327	opposite		YlaI family protein		YlaI family protein			unclassified
WP_003156640.1	WP_020452159.1	gene-ACSAL1_RS01570	2.7062858342601133	gene-ACZ0AN_RS13205	2.3500364321204543	conserved_up	opuAA	glycine/proline betaine ABC transporter ATP-binding protein OpuAA	opuAA	glycine/proline betaine ABC transporter ATP-binding protein OpuAA	K02000	glycine betaine/proline transport system ATP-binding protein [EC:7.6.2.9]	glycine_betaine_choline;proline;transport
