ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_209388161.1	WP_463315675.1	gene-ACSAL1_RS06740	-3.2494489643743685	gene-ACZ0AN_RS07395	-2.4993873269668105	conserved_down
WP_003156482.1	WP_003178343.1	gene-ACSAL1_RS00770	-1.3113869044712791	gene-ACZ0AN_RS00780	-1.0759711215952286	conserved_down
WP_007407393.1	WP_020453031.1	gene-ACSAL1_RS16140	-6.158932079809196	gene-ACZ0AN_RS18295	-6.6385789092564265	conserved_down
WP_014418018.1	WP_463315692.1	gene-ACSAL1_RS09120	-1.3566104852423757	gene-ACZ0AN_RS10070	-1.128110370932544	conserved_down
WP_014418276.1	WP_023857476.1	gene-ACSAL1_RS10815	-4.085763274900326	gene-ACZ0AN_RS12270	-1.9669826673443105	conserved_down
WP_017417565.1	WP_026580390.1	gene-ACSAL1_RS06155	-4.056581530462951	gene-ACZ0AN_RS21215	-3.237853218681953	conserved_down
WP_072177268.1	WP_020450979.1	gene-ACSAL1_RS13200	-2.863511195125348	gene-ACZ0AN_RS06780	-3.5605575553959428	conserved_down
WP_481748176.1	WP_223254842.1	gene-ACSAL1_RS06630	-6.915074070503004	gene-ACZ0AN_RS07270	-2.080417057175623	conserved_down
WP_004264624.1	WP_023855976.1	gene-ACSAL1_RS00400	-1.153786424088945	gene-ACZ0AN_RS00415	-1.5508668999540294	conserved_down
WP_004264660.1	WP_003178198.1	gene-ACSAL1_RS00310	-3.525556558158748	gene-ACZ0AN_RS00325	-2.134580376447448	conserved_down
WP_209387474.1	WP_026579135.1	gene-ACSAL1_RS12820	-2.56843051063462	gene-ACZ0AN_RS14890	-1.1149064392155257	conserved_down
WP_003155168.1	WP_020453458.1	gene-ACSAL1_RS05375	-3.5908020030237653	gene-ACZ0AN_RS20590	-4.843089826321791	conserved_down
WP_007408346.1	WP_025811169.1	gene-ACSAL1_RS11565	-1.1732899667639745	gene-ACZ0AN_RS13100	-1.96515987120526	conserved_down
WP_014418006.1	WP_224067360.1	gene-ACSAL1_RS09020	-5.938738416701198	gene-ACZ0AN_RS09915	-1.5090883583088348	conserved_down
WP_209387363.1	WP_341045444.1	gene-ACSAL1_RS19500	-3.4477764211995146	gene-ACZ0AN_RS09965	-1.505989903339306	conserved_down
WP_003152509.1	WP_101561172.1	gene-ACSAL1_RS13185	-2.9576292793111807	gene-ACZ0AN_RS15270	-1.0706485468721765	conserved_down
WP_209388308.1	WP_463315699.1	gene-ACSAL1_RS09480	-5.3843961651292	gene-ACZ0AN_RS10630	-3.901893420772362	conserved_down
WP_209388365.1	WP_026580174.1	gene-ACSAL1_RS16660	-1.593682893912475	gene-ACZ0AN_RS18760	-1.619776173495816	conserved_down
WP_003153123.1	WP_020452147.1	gene-ACSAL1_RS11610	-1.143420179507702	gene-ACZ0AN_RS13145	-2.1926173041155104	conserved_down
WP_209387430.1	WP_145645271.1	gene-ACSAL1_RS11700	-5.414827015524714	gene-ACZ0AN_RS13255	-5.237453988355179	conserved_down
WP_209387490.1	WP_463315718.1	gene-ACSAL1_RS13190	-2.191569416121548	gene-ACZ0AN_RS15275	-1.2012489340832528	conserved_down
WP_209388250.1	WP_096748459.1	gene-ACSAL1_RS08655	-3.463643358243816	gene-ACZ0AN_RS09365	-3.558855755879634	conserved_down
WP_007408038.1	WP_020452593.1	gene-ACSAL1_RS13570	-3.145248356799367	gene-ACZ0AN_RS15650	-1.9154880386468256	conserved_down
WP_007409411.1	WP_020452033.1	gene-ACSAL1_RS10990	-5.384291681209092	gene-ACZ0AN_RS12485	-2.259187962918794	conserved_down
WP_014418737.1	WP_101561528.1	gene-ACSAL1_RS14490	-2.793533390842305	gene-ACZ0AN_RS16620	-1.3029383433019188	conserved_down
WP_017418586.1	WP_023855487.1	gene-ACSAL1_RS18425	-7.831193880278129	gene-ACZ0AN_RS15450	-2.0062871553606927	conserved_down
WP_017419343.1	WP_145645580.1	gene-ACSAL1_RS01460	-7.353782609972714	gene-ACZ0AN_RS12620	-2.780709877820229	conserved_down
WP_209387950.1	WP_026578964.1	gene-ACSAL1_RS03225	-1.4296846066505933	gene-ACZ0AN_RS03355	-3.299031562865056	conserved_down
WP_003152221.1	WP_020452693.1	gene-ACSAL1_RS14200	-1.1329378444448417	gene-ACZ0AN_RS16220	-1.1359840513715325	conserved_down
WP_003152276.1	WP_023855837.1	gene-ACSAL1_RS14005	-2.5283029410378783	gene-ACZ0AN_RS16025	-2.118491656725669	conserved_down
WP_012118534.1	WP_020453057.1	gene-ACSAL1_RS16330	-2.0460311637522515	gene-ACZ0AN_RS18445	-2.600183299210165	conserved_down
WP_014419065.1	WP_023855236.1	gene-ACSAL1_RS17045	-1.3428362111623129	gene-ACZ0AN_RS13625	-1.9496417070316203	conserved_down
WP_032871062.1	WP_026580001.1	gene-ACSAL1_RS04755	-2.3881775566403385	gene-ACZ0AN_RS05125	-1.413771278443312	conserved_down
WP_209387420.1	WP_020453408.1	gene-ACSAL1_RS11425	-3.495373878299682	gene-ACZ0AN_RS20345	-1.4137248123216564	conserved_down
WP_209388309.1	WP_463315700.1	gene-ACSAL1_RS09485	-6.366259052420619	gene-ACZ0AN_RS10635	-3.352403291410545	conserved_down
WP_032876691.1	WP_020452859.1	gene-ACSAL1_RS15120	-6.386203629300206	gene-ACZ0AN_RS17275	-1.656091246306207	conserved_down
WP_003154591.1	WP_020451209.1	gene-ACSAL1_RS07240	-2.025868183887637	gene-ACZ0AN_RS07950	-2.919646456464864	conserved_down
WP_014417349.1	WP_023856571.1	gene-ACSAL1_RS05295	-9.320798621267242	gene-ACZ0AN_RS05775	-2.04276053453538	conserved_down
WP_021494259.1	WP_020452034.1	gene-ACSAL1_RS10995	-1.1265293007578996	gene-ACZ0AN_RS12490	-2.1015680993980057	conserved_down
WP_209387999.1	WP_033155041.1	gene-ACSAL1_RS03985	-4.212611520205599	gene-ACZ0AN_RS04290	-1.6323673048408187	conserved_down
WP_007409116.1	WP_003180605.1	gene-ACSAL1_RS05775	-2.337801543766957	gene-ACZ0AN_RS06435	-2.135173868105693	conserved_down
WP_014418691.1	WP_003184565.1	gene-ACSAL1_RS14010	-2.208048855647418	gene-ACZ0AN_RS16030	-1.2215094438834206	conserved_down
