ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_160216588.1	WP_033155028.1	gene-ACSAL1_RS15665	1.0547244517973966	gene-ACZ0AN_RS17770	1.449109313955821	conserved_up
WP_209388236.1	WP_020451390.1	gene-ACSAL1_RS08260	3.4725054313654105	gene-ACZ0AN_RS08960	3.6796911097163822	conserved_up
WP_012117400.1	WP_020451112.1	gene-ACSAL1_RS06780	1.4707027424431158	gene-ACZ0AN_RS07410	1.1640622727591128	conserved_up
WP_017418880.1	WP_020453586.1	gene-ACSAL1_RS16015	4.534655238283672	gene-ACZ0AN_RS21285	3.4380819760066843	conserved_up
WP_072177123.1	WP_011197760.1	gene-ACSAL1_RS05720	1.8716559730511635	gene-ACZ0AN_RS06370	1.1596396710157753	conserved_up
WP_072177466.1	WP_219192392.1	gene-ACSAL1_RS15740	4.0107574628736655	gene-ACZ0AN_RS01660	1.6877375266949672	conserved_up
WP_209387737.1	WP_095291296.1	gene-ACSAL1_RS18400	3.067544482103943	gene-ACZ0AN_RS20755	3.599884255488605	conserved_up
WP_007611430.1	WP_020451393.1	gene-ACSAL1_RS08275	3.9940696941530094	gene-ACZ0AN_RS08975	3.2624271727740424	conserved_up
WP_007613424.1	WP_003184834.1	gene-ACSAL1_RS14675	1.705470435359267	gene-ACZ0AN_RS16825	2.1793719584024784	conserved_up
WP_209388004.1	WP_309539798.1	gene-ACSAL1_RS04055	2.088500777645496	gene-ACZ0AN_RS04345	1.5046820075525442	conserved_up
WP_003156187.1	WP_003179128.1	gene-ACSAL1_RS02495	1.8202667120863905	gene-ACZ0AN_RS02825	1.104202234761822	conserved_up
WP_014417243.1	WP_020450630.1	gene-ACSAL1_RS04380	1.0693866116782105	gene-ACZ0AN_RS04680	1.042321883053299	conserved_up
WP_029973137.1	WP_023856670.1	gene-ACSAL1_RS05895	2.250454818324115	gene-ACZ0AN_RS06585	1.6151865424036524	conserved_up
WP_191389150.1	WP_144498830.1	gene-ACSAL1_RS14445	4.679494986978738	gene-ACZ0AN_RS16605	2.9078278432493185	conserved_up
WP_003153553.1	WP_020451903.1	gene-ACSAL1_RS10320	1.8105102411149507	gene-ACZ0AN_RS11755	1.1355684857703972	conserved_up
WP_017418119.1	WP_020452123.1	gene-ACSAL1_RS11450	3.372993806845316	gene-ACZ0AN_RS13010	5.0403480012767234	conserved_up
WP_003155609.1	WP_003179731.1	gene-ACSAL1_RS03900	4.082429677204219	gene-ACZ0AN_RS04165	6.181953440595755	conserved_up
WP_032875437.1	WP_020450536.1	gene-ACSAL1_RS19015	5.85197212620206	gene-ACZ0AN_RS04150	2.6438586654010647	conserved_up
WP_209387434.1	WP_035338373.1	gene-ACSAL1_RS11760	3.463128435122114	gene-ACZ0AN_RS13305	8.246250521331486	conserved_up
WP_209387532.1	WP_249726888.1	gene-ACSAL1_RS14375	8.191428088473684	gene-ACZ0AN_RS16455	1.077519362569429	conserved_up
WP_007408068.1	WP_020452561.1	gene-ACSAL1_RS13405	1.383310739401985	gene-ACZ0AN_RS15475	1.4866514556053834	conserved_up
WP_007409428.1	WP_023857488.1	gene-ACSAL1_RS10870	1.816814898319964	gene-ACZ0AN_RS12350	1.1234897424884465	conserved_up
WP_014417774.1	WP_020451401.1	gene-ACSAL1_RS08320	2.3046912605908334	gene-ACZ0AN_RS09020	2.2565644540039576	conserved_up
WP_209387349.1	WP_095291970.1	gene-ACSAL1_RS09860	1.1535796363686803	gene-ACZ0AN_RS11330	2.154910736439455	conserved_up
WP_003152355.1	WP_095290805.1	gene-ACSAL1_RS13825	1.0248470662609626	gene-ACZ0AN_RS15815	1.1432461597378771	conserved_up
WP_007408653.1	WP_020452765.1	gene-ACSAL1_RS14570	4.312788476026074	gene-ACZ0AN_RS16710	1.1976237374573375	conserved_up
WP_007408889.1	WP_035338016.1	gene-ACSAL1_RS03350	5.105124616391608	gene-ACZ0AN_RS20660	2.244147704505921	conserved_up
WP_007408914.1	WP_197407002.1	gene-ACSAL1_RS03500	5.365230475091405	gene-ACZ0AN_RS03785	3.515375190125015	conserved_up
WP_015240188.1	WP_025811173.1	gene-ACSAL1_RS11445	1.1250715666314033	gene-ACZ0AN_RS13005	1.3861192515848193	conserved_up
WP_209387396.1	WP_023857473.1	gene-ACSAL1_RS10805	1.3315193576760782	gene-ACZ0AN_RS12255	1.1465950839630534	conserved_up
WP_014418920.1	WP_020453014.1	gene-ACSAL1_RS16045	4.560901559848377	gene-ACZ0AN_RS18205	3.1969279971088773	conserved_up
WP_129092165.1	WP_020451407.1	gene-ACSAL1_RS08355	3.879006538568614	gene-ACZ0AN_RS09055	1.3366366049902911	conserved_up
WP_014417775.1	WP_020451405.1	gene-ACSAL1_RS08345	3.656310504987644	gene-ACZ0AN_RS09045	2.3705487754016388	conserved_up
WP_017419351.1	WP_039073164.1	gene-ACSAL1_RS01500	1.8156798797031728	gene-ACZ0AN_RS01780	8.815510035328394	conserved_up
WP_072177025.1	WP_026580205.1	gene-ACSAL1_RS16850	1.4490098873404655	gene-ACZ0AN_RS19020	1.5619671080812212	conserved_up
WP_209387625.1	WP_249726791.1	gene-ACSAL1_RS16420	3.210608356380664	gene-ACZ0AN_RS18520	3.590385817725823	conserved_up
WP_003154238.1	WP_003181796.1	gene-ACSAL1_RS08325	1.185366317199953	gene-ACZ0AN_RS09025	2.016815612741874	conserved_up
WP_003154253.1	WP_020451394.1	gene-ACSAL1_RS08280	5.466398898808754	gene-ACZ0AN_RS08980	3.809036764196883	conserved_up
WP_007409599.1	WP_020451176.1	gene-ACSAL1_RS07060	3.7861387443992327	gene-ACZ0AN_RS07755	2.21209471102187	conserved_up
WP_072177850.1	WP_059230941.1	gene-ACSAL1_RS15765	1.1830450438078244	gene-ACZ0AN_RS18030	2.354095359953736	conserved_up
WP_209388143.1	WP_026579857.1	gene-ACSAL1_RS06480	2.96362666569164	gene-ACZ0AN_RS07005	1.2086146716069857	conserved_up
