ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_370531149.1	WP_370510587.1	gene-ACSAL1_RS03750	2.846047285789184	gene-ACZ0AN_RS03975	-3.1590659986220486	opposite
WP_007407824.1	WP_020453473.1	gene-ACSAL1_RS18665	3.1931341051696744	gene-ACZ0AN_RS20665	-1.1867571033072293	opposite
WP_007408149.1	WP_145654320.1	gene-ACSAL1_RS12905	-1.012895952655308	gene-ACZ0AN_RS14975	1.0193684353889885	opposite
WP_007408313.1	WP_020452188.1	gene-ACSAL1_RS11810	-1.7255847022463031	gene-ACZ0AN_RS13365	4.932105244649415	opposite
WP_159354085.1	WP_020451177.1	gene-ACSAL1_RS07070	1.3386446429607166	gene-ACZ0AN_RS07765	-1.4778634173615612	opposite
WP_015240581.1	WP_020452955.1	gene-ACSAL1_RS15675	2.36943280962548	gene-ACZ0AN_RS17855	-1.3550290740305426	opposite
WP_021493808.1	WP_023856769.1	gene-ACSAL1_RS06660	1.779541477189328	gene-ACZ0AN_RS07295	-1.2050578660260236	opposite
WP_209387697.1	WP_145654199.1	gene-ACSAL1_RS17745	1.5201554344966997	gene-ACZ0AN_RS06810	-2.544930644889519	opposite
WP_007408877.1	WP_043054555.1	gene-ACSAL1_RS03260	2.084538075393253	gene-ACZ0AN_RS03495	-4.802351007364711	opposite
WP_007409622.1	WP_020451204.1	gene-ACSAL1_RS07210	3.481282891986012	gene-ACZ0AN_RS07920	-4.577602539496137	opposite
WP_015239156.1	WP_026580546.1	gene-ACSAL1_RS01965	3.676109461208915	gene-ACZ0AN_RS02370	-1.952788493149446	opposite
WP_209387925.1	WP_023856211.1	gene-ACSAL1_RS02770	-1.092789276934534	gene-ACZ0AN_RS17335	2.568189736411496	opposite
WP_007609051.1	WP_020453237.1	gene-ACSAL1_RS01045	1.33983242682005	gene-ACZ0AN_RS19405	-4.61141002900477	opposite
WP_021494235.1	WP_026579388.1	gene-ACSAL1_RS10540	-1.436176868048966	gene-ACZ0AN_RS11975	1.0223574106162967	opposite
WP_021495277.1	WP_048350469.1	gene-ACSAL1_RS01605	2.34114631589952	gene-ACZ0AN_RS01900	-2.356892514311136	opposite
WP_070082058.1	WP_020453439.1	gene-ACSAL1_RS11040	-1.5951811027343397	gene-ACZ0AN_RS20495	1.915262806810876	opposite
WP_209387387.1	WP_023857433.1	gene-ACSAL1_RS10525	1.3653232423063832	gene-ACZ0AN_RS11965	-1.0908880674175765	opposite
WP_209387714.1	WP_463315608.1	gene-ACSAL1_RS18075	2.2291589738329782	gene-ACZ0AN_RS01170	-3.265963004798707	opposite
WP_003154813.1	WP_026579849.1	gene-ACSAL1_RS06535	2.654590525131063	gene-ACZ0AN_RS07050	-3.3189288425597177	opposite
WP_012118670.1	WP_094777382.1	gene-ACSAL1_RS17490	1.2934524338336115	gene-ACZ0AN_RS19690	-3.159543353964161	opposite
WP_095060814.1	WP_023857403.1	gene-ACSAL1_RS10265	-1.0233882040207214	gene-ACZ0AN_RS11720	1.2873527445537212	opposite
WP_209387645.1	WP_026580178.1	gene-ACSAL1_RS16705	1.964022544178414	gene-ACZ0AN_RS18810	-1.6095770253041737	opposite
WP_003152530.1	WP_003184229.1	gene-ACSAL1_RS13120	1.5248048833480463	gene-ACZ0AN_RS15205	-1.3879552511349222	opposite
WP_003152598.1	WP_020452477.1	gene-ACSAL1_RS12945	-1.3049235218505837	gene-ACZ0AN_RS15015	1.5589519592355838	opposite
WP_003152606.1	WP_079289277.1	gene-ACSAL1_RS12925	-2.6354942105560446	gene-ACZ0AN_RS14995	1.7586351782831176	opposite
WP_007407329.1	WP_020452967.1	gene-ACSAL1_RS06150	1.4858098818293932	gene-ACZ0AN_RS17920	-1.7708413937463243	opposite
WP_007407355.1	WP_026585626.1	gene-ACSAL1_RS09550	-2.016355438723119	gene-ACZ0AN_RS01125	1.3602468061327335	opposite
WP_012118473.1	WP_020452989.1	gene-ACSAL1_RS15850	4.497788556616006	gene-ACZ0AN_RS18065	-1.012236443237037	opposite
WP_014416724.1	WP_145645983.1	gene-ACSAL1_RS00325	-2.0192254673011587	gene-ACZ0AN_RS00340	3.4240345525107294	opposite
WP_191389576.1	WP_020450596.1	gene-ACSAL1_RS04150	-11.195098894813908	gene-ACZ0AN_RS04475	3.605080464548224	opposite
WP_003156732.1	WP_039073125.1	gene-ACSAL1_RS01245	-1.2127075755551286	gene-ACZ0AN_RS01240	7.017517169470331	opposite
WP_007614574.1	WP_020453353.1	gene-ACSAL1_RS18010	-2.658091998307382	gene-ACZ0AN_RS20020	1.9397287825662768	opposite
WP_017417934.1	WP_023856702.1	gene-ACSAL1_RS09520	-2.77387548914099	gene-ACZ0AN_RS06840	2.6638082172339512	opposite
WP_053285216.1	WP_026580633.1	gene-ACSAL1_RS04170	-5.641895983965248	gene-ACZ0AN_RS04495	1.7002237989663442	opposite
WP_209388331.1	WP_025812022.1	gene-ACSAL1_RS06685	1.3726065950478916	gene-ACZ0AN_RS07345	-1.3375279001679892	opposite
WP_007407236.1	WP_073425569.1	gene-ACSAL1_RS06670	-1.1033540941970057	gene-ACZ0AN_RS07330	1.5441111958094058	opposite
WP_209387477.1	WP_023855435.1	gene-ACSAL1_RS12930	-2.085965205896803	gene-ACZ0AN_RS15000	1.6794544053024325	opposite
WP_003155121.1	WP_023856619.1	gene-ACSAL1_RS05530	-1.5086547851029737	gene-ACZ0AN_RS06130	5.532628383760056	opposite
WP_003155205.1	WP_020450815.1	gene-ACSAL1_RS05270	1.392111982212684	gene-ACZ0AN_RS05740	-1.6220079813126158	opposite
WP_007408340.1	WP_020452152.1	gene-ACSAL1_RS11630	-1.8898012507950912	gene-ACZ0AN_RS13170	1.045650708927464	opposite
WP_007409532.1	WP_020451873.1	gene-ACSAL1_RS10130	-1.1780858496444555	gene-ACZ0AN_RS11580	2.421375478564936	opposite
WP_029974790.1	WP_105980644.1	gene-ACSAL1_RS01235	-4.325198573947126	gene-ACZ0AN_RS01230	3.6719838094077417	opposite
WP_029974845.1	WP_020449778.1	gene-ACSAL1_RS00105	2.194139027547008	gene-ACZ0AN_RS00120	-1.2956409439331436	opposite
WP_209387952.1	WP_095292983.1	gene-ACSAL1_RS03265	1.761633347001195	gene-ACZ0AN_RS03500	-4.309510473591397	opposite
WP_014417163.1	WP_095292898.1	gene-ACSAL1_RS03795	-1.258578527454299	gene-ACZ0AN_RS04080	3.105758366015483	opposite
WP_079891065.1	WP_023856206.1	gene-ACSAL1_RS07100	2.11477180350883	gene-ACZ0AN_RS17295	-2.214427526677781	opposite
WP_209387696.1	WP_025810622.1	gene-ACSAL1_RS17740	1.779168758728631	gene-ACZ0AN_RS19820	-1.8521797307436456	opposite
WP_348633730.1	WP_020451333.1	gene-ACSAL1_RS07930	-3.2047663766583256	gene-ACZ0AN_RS08635	1.4716358934713072	opposite
WP_003155211.1	WP_065643331.1	gene-ACSAL1_RS05255	-1.6948389488596585	gene-ACZ0AN_RS05725	2.641215162549824	opposite
WP_003155658.1	WP_003179703.1	gene-ACSAL1_RS03770	1.1579135192629872	gene-ACZ0AN_RS04060	-1.5438088138819006	opposite
WP_029973644.1	WP_020451957.1	gene-ACSAL1_RS10630	-1.5875557494646364	gene-ACZ0AN_RS12070	1.1529435444944471	opposite
WP_017419440.1	WP_023856175.1	gene-ACSAL1_RS14895	2.005635010301212	gene-ACZ0AN_RS17030	-1.529987250548871	opposite
WP_007410316.1	WP_075754574.1	gene-ACSAL1_RS09220	-3.086565898205176	gene-ACZ0AN_RS10180	1.3276077696606854	opposite
WP_007611631.1	WP_003182143.1	gene-ACSAL1_RS08880	-1.1102491184189558	gene-ACZ0AN_RS09845	1.3127426231337245	opposite
WP_209388319.1	WP_023855607.1	gene-ACSAL1_RS03525	1.4358813523689604	gene-ACZ0AN_RS03825	-1.63659087644803	opposite
WP_003151176.1	WP_020453254.1	gene-ACSAL1_RS17320	2.235286187813312	gene-ACZ0AN_RS19505	-3.2480737421173886	opposite
WP_003152366.1	WP_020452616.1	gene-ACSAL1_RS13800	-2.666758789491138	gene-ACZ0AN_RS15790	2.929892324451709	opposite
WP_014306172.1	WP_020453626.1	gene-ACSAL1_RS19140	-1.112984493148536	gene-ACZ0AN_RS21530	1.18223088972519	opposite
WP_209387390.1	WP_020451953.1	gene-ACSAL1_RS10610	-2.151173644438969	gene-ACZ0AN_RS12050	1.5016645760331169	opposite
WP_209388282.1	WP_249726465.1	gene-ACSAL1_RS09175	-2.4861835909166703	gene-ACZ0AN_RS10125	1.0441283942162447	opposite
WP_003153484.1	WP_003182954.1	gene-ACSAL1_RS10555	-4.725948944265332	gene-ACZ0AN_RS11995	1.750229514902141	opposite
WP_029973489.1	WP_020451337.1	gene-ACSAL1_RS07950	1.2778710164094236	gene-ACZ0AN_RS08660	-5.471663299667839	opposite
WP_007409759.1	WP_065644115.1	gene-ACSAL1_RS08105	1.8792132559483523	gene-ACZ0AN_RS08810	-1.8305464798431896	opposite
WP_007408816.1	WP_025810970.1	gene-ACSAL1_RS13985	1.4773183323332617	gene-ACZ0AN_RS16015	-2.6464088711482483	opposite
WP_209387755.1	WP_154059144.1	gene-ACSAL1_RS18670	3.834205055219856	gene-ACZ0AN_RS21140	-2.1778166778646613	opposite
WP_209388112.1	WP_025811895.1	gene-ACSAL1_RS06090	1.6445567661712472	gene-ACZ0AN_RS04850	-1.4634069937670842	opposite
