ve_protein	pa_protein	ve_gene	ve_log2FC	pa_gene	pa_log2FC	response_class
WP_209387557.1	WP_020452836.1	gene-ACSAL1_RS15005	-4.7305974059679565	gene-ACZ0AN_RS17135	-3.270948392217856	conserved_down
WP_209388212.1	WP_020451327.1	gene-ACSAL1_RS07900	-3.0047496525185804	gene-ACZ0AN_RS08605	1.35277181282947	opposite
WP_209388216.1	WP_020451336.1	gene-ACSAL1_RS07945	2.414841743463416	gene-ACZ0AN_RS08655	-5.172151041494447	opposite
WP_209388252.1	WP_020450473.1	gene-ACSAL1_RS08690	1.3622236604329794	gene-ACZ0AN_RS03830	2.2924128567716235	conserved_up
WP_209388287.1	WP_023856967.1	gene-ACSAL1_RS09250	1.4891602330405798	gene-ACZ0AN_RS20235	1.5037524250611525	conserved_up
WP_003156188.1	WP_006638778.1	gene-ACSAL1_RS02490	1.9893596640484152	gene-ACZ0AN_RS02820	1.5777885573158406	conserved_up
WP_025649280.1	WP_079289258.1	gene-ACSAL1_RS15620	-4.379155678467193	gene-ACZ0AN_RS11285	-4.448011081301876	conserved_down
WP_025649507.1	WP_023857285.1	gene-ACSAL1_RS07250	1.048174393393034	gene-ACZ0AN_RS07960	1.1459112063521797	conserved_up
WP_038458013.1	WP_020451392.1	gene-ACSAL1_RS08270	3.5434053862178323	gene-ACZ0AN_RS08970	3.096073047684985	conserved_up
WP_209387545.1	WP_020452787.1	gene-ACSAL1_RS14690	2.3835243240054025	gene-ACZ0AN_RS16840	1.6137649185219811	conserved_up
WP_209387607.1	WP_095292172.1	gene-ACSAL1_RS16085	-5.697798056811681	gene-ACZ0AN_RS18240	-6.213331683021752	conserved_down
WP_209387611.1	WP_095292166.1	gene-ACSAL1_RS16110	-4.436791661627002	gene-ACZ0AN_RS18265	-6.703226085229215	conserved_down
WP_209387646.1	WP_026580179.1	gene-ACSAL1_RS16710	2.9363138804074542	gene-ACZ0AN_RS18815	-1.4168591077994546	opposite
WP_209388183.1	WP_020451200.1	gene-ACSAL1_RS07190	1.414353186335384	gene-ACZ0AN_RS07900	1.0182030945837857	conserved_up
WP_003155289.1	WP_039072577.1	gene-ACSAL1_RS04990	-2.041175850189201	gene-ACZ0AN_RS05455	7.235454130353523	opposite
WP_014417273.1	WP_025811847.1	gene-ACSAL1_RS04705	-2.250070917556412	gene-ACZ0AN_RS05060	-2.8438962412306408	conserved_down
WP_014417440.1	WP_003180714.1	gene-ACSAL1_RS05995	-2.298778308602756	gene-ACZ0AN_RS06690	4.045016174893207	opposite
WP_014417729.1	WP_023857239.1	gene-ACSAL1_RS07895	-2.0297876221448985	gene-ACZ0AN_RS08600	2.9303437588381245	opposite
WP_022554035.1	WP_020453621.1	gene-ACSAL1_RS19115	-2.322990530066633	gene-ACZ0AN_RS21505	1.0101514518507837	opposite
WP_029972881.1	WP_095292867.1	gene-ACSAL1_RS17670	1.10182029199333	gene-ACZ0AN_RS01575	1.2469505260009366	conserved_up
WP_209388037.1	WP_020450667.1	gene-ACSAL1_RS04615	2.944386651393398	gene-ACZ0AN_RS04970	2.721126319181297	conserved_up
WP_003152856.1	WP_020452280.1	gene-ACSAL1_RS12205	-1.0169068275837905	gene-ACZ0AN_RS13890	1.399818401763045	opposite
WP_003153100.1	WP_023855186.1	gene-ACSAL1_RS11695	-6.591601171191677	gene-ACZ0AN_RS13250	-6.706310358210987	conserved_down
WP_003153114.1	WP_020452155.1	gene-ACSAL1_RS11645	1.0102056445239047	gene-ACZ0AN_RS13185	1.1151835516604192	conserved_up
WP_003153118.1	WP_020452153.1	gene-ACSAL1_RS11635	3.617492440935315	gene-ACZ0AN_RS13175	5.094380867120173	conserved_up
WP_003153415.1	WP_023857465.1	gene-ACSAL1_RS10745	1.242076885019327	gene-ACZ0AN_RS12190	1.648876718615896	conserved_up
WP_007612940.1	WP_020452494.1	gene-ACSAL1_RS13030	1.7482222711787694	gene-ACZ0AN_RS15115	1.6140957334261157	conserved_up
WP_012117263.1	WP_003180528.1	gene-ACSAL1_RS05580	-2.372524328022084	gene-ACZ0AN_RS06245	1.3085160415468278	opposite
WP_014418528.1	WP_023855393.1	gene-ACSAL1_RS12630	1.2167007659470437	gene-ACZ0AN_RS14660	4.132030173461174	conserved_up
WP_014418851.1	WP_020453400.1	gene-ACSAL1_RS15460	-3.839634925959488	gene-ACZ0AN_RS20305	-1.8350851572907096	conserved_down
WP_022552673.1	WP_023855723.1	gene-ACSAL1_RS02920	-2.1759039314574493	gene-ACZ0AN_RS10850	1.2509135149737085	opposite
WP_032873890.1	WP_023855369.1	gene-ACSAL1_RS12440	3.9870230484908817	gene-ACZ0AN_RS14490	-1.1233091372305468	opposite
WP_209387433.1	WP_023857118.1	gene-ACSAL1_RS11755	1.42731643666065	gene-ACZ0AN_RS19315	8.085635229238775	conserved_up
WP_209387492.1	WP_026579091.1	gene-ACSAL1_RS13250	1.1605197243735168	gene-ACZ0AN_RS15340	1.2511651379488289	conserved_up
WP_209387583.1	WP_025810763.1	gene-ACSAL1_RS15670	1.4245236705406368	gene-ACZ0AN_RS17850	-1.1208647588266096	opposite
WP_209388209.1	WP_463315682.1	gene-ACSAL1_RS07800	-4.771852676324009	gene-ACZ0AN_RS08505	-2.8463027188605667	conserved_down
WP_209388249.1	WP_095292687.1	gene-ACSAL1_RS08635	-1.3568860186456155	gene-ACZ0AN_RS00985	-3.158145350613784	conserved_down
WP_209388296.1	WP_044803292.1	gene-ACSAL1_RS09340	-3.931865011062726	gene-ACZ0AN_RS17980	-5.604333991616759	conserved_down
WP_007408053.1	WP_020452578.1	gene-ACSAL1_RS13490	2.2347374801941875	gene-ACZ0AN_RS15565	1.3338577099871225	conserved_up
WP_007408709.1	WP_026580067.1	gene-ACSAL1_RS14910	-2.52966151659056	gene-ACZ0AN_RS17045	3.4529523969998883	opposite
WP_007409044.1	WP_023855222.1	gene-ACSAL1_RS01525	3.223951336408112	gene-ACZ0AN_RS13530	2.1684184456343374	conserved_up
WP_014305310.1	WP_020451956.1	gene-ACSAL1_RS10625	-1.1501094277746715	gene-ACZ0AN_RS12065	1.1737778390865292	opposite
WP_014416905.1	WP_020450171.1	gene-ACSAL1_RS01970	2.671573714662776	gene-ACZ0AN_RS02375	-2.115883318913803	opposite
WP_014418408.1	WP_020452248.1	gene-ACSAL1_RS12050	-1.129817142211832	gene-ACZ0AN_RS13720	-1.1485529290245378	conserved_down
WP_014418748.1	WP_023856137.1	gene-ACSAL1_RS14590	1.0768863178368075	gene-ACZ0AN_RS16730	1.431476000400966	conserved_up
WP_014418969.1	WP_463315607.1	gene-ACSAL1_RS16380	-1.3063270818016426	gene-ACZ0AN_RS01165	-3.550119058831153	conserved_down
WP_014418974.1	WP_023856359.1	gene-ACSAL1_RS16405	2.329944598103555	gene-ACZ0AN_RS18505	3.191937501962899	conserved_up
WP_095270778.1	WP_101561430.1	gene-ACSAL1_RS16395	1.658652010474452	gene-ACZ0AN_RS18495	2.9260116787617827	conserved_up
WP_095273110.1	WP_249726614.1	gene-ACSAL1_RS04875	-2.5365152767585504	gene-ACZ0AN_RS05265	1.5345773037398611	opposite
WP_095273206.1	WP_026580622.1	gene-ACSAL1_RS04315	-1.743540925436476	gene-ACZ0AN_RS04625	3.650424617253455	opposite
WP_095273341.1	WP_033155065.1	gene-ACSAL1_RS14860	1.5778932466541775	gene-ACZ0AN_RS19390	-4.362964885030696	opposite
WP_106080393.1	WP_144497729.1	gene-ACSAL1_RS05000	-2.9951889826002223	gene-ACZ0AN_RS05465	-2.8769909479587565	conserved_down
WP_209387890.1	WP_146873720.1	gene-ACSAL1_RS02060	-4.473910967786348	gene-ACZ0AN_RS02425	2.179160803552737	opposite
WP_209387929.1	WP_396278994.1	gene-ACSAL1_RS02830	2.1582129126574885	gene-ACZ0AN_RS02710	1.4075276134146473	conserved_up
WP_209387935.1	WP_020449955.1	gene-ACSAL1_RS02955	1.802164700032009	gene-ACZ0AN_RS01280	1.1501266095174394	conserved_up
WP_209388151.1	WP_023856766.1	gene-ACSAL1_RS06625	-7.251040954502982	gene-ACZ0AN_RS07265	-1.4431052967788969	conserved_down
WP_209388154.1	WP_458110479.1	gene-ACSAL1_RS06645	-4.4446955036845655	gene-ACZ0AN_RS07285	-2.3859624899557863	conserved_down
WP_209388213.1	WP_023857236.1	gene-ACSAL1_RS07915	-3.994368827247178	gene-ACZ0AN_RS08620	1.455848320168253	opposite
WP_007407528.1	WP_023857148.1	gene-ACSAL1_RS16950	1.888507944479355	gene-ACZ0AN_RS19105	-1.1168655277979178	opposite
WP_007407833.1	WP_023856874.1	gene-ACSAL1_RS18735	-3.003667405224812	gene-ACZ0AN_RS21050	-1.0760270025244625	conserved_down
WP_007408146.1	WP_035338217.1	gene-ACSAL1_RS12920	-2.773655229657829	gene-ACZ0AN_RS14990	1.9403434467068632	opposite
WP_007408166.1	WP_020452450.1	gene-ACSAL1_RS12800	-1.053106632422948	gene-ACZ0AN_RS14870	-1.6049072282549135	conserved_down
WP_007611720.1	WP_020451591.1	gene-ACSAL1_RS09100	1.0949771771547707	gene-ACZ0AN_RS10050	1.856216948368829	conserved_up
WP_007613980.1	WP_023856924.1	gene-ACSAL1_RS16235	1.9649828315535425	gene-ACZ0AN_RS20680	4.3957796717144335	conserved_up
WP_007614078.1	WP_020453097.1	gene-ACSAL1_RS16575	-1.5745220130036943	gene-ACZ0AN_RS18665	-1.5099409821944676	conserved_down
WP_014721606.1	WP_023855407.1	gene-ACSAL1_RS12705	-1.3102430705573511	gene-ACZ0AN_RS14765	-1.4156539426299364	conserved_down
WP_209387544.1	WP_080131483.1	gene-ACSAL1_RS14670	1.126779857365058	gene-ACZ0AN_RS16820	2.1376321481368232	conserved_up
WP_209387911.1	WP_026580583.1	gene-ACSAL1_RS02420	1.7301955847197297	gene-ACZ0AN_RS02755	-2.224249954055576	opposite
WP_209388358.1	WP_023855508.1	gene-ACSAL1_RS13725	-3.273996999785064	gene-ACZ0AN_RS15710	1.3500581237708933	opposite
WP_003151503.1	WP_020453050.1	gene-ACSAL1_RS16310	-2.9989415090396148	gene-ACZ0AN_RS18410	1.0186899730869814	opposite
WP_003154312.1	WP_271725184.1	gene-ACSAL1_RS08110	1.087580621675234	gene-ACZ0AN_RS08815	-1.8493920635257728	opposite
WP_003154690.1	WP_020451145.1	gene-ACSAL1_RS06925	-2.3997605810803044	gene-ACZ0AN_RS07580	3.2587748410728485	opposite
WP_007408296.1	WP_026579292.1	gene-ACSAL1_RS11920	2.0568155772288206	gene-ACZ0AN_RS13540	2.691811835945876	conserved_up
WP_007612510.1	WP_025811170.1	gene-ACSAL1_RS11560	1.0959818511907529	gene-ACZ0AN_RS13095	-1.650939700790506	opposite
WP_007613496.1	WP_035337619.1	gene-ACSAL1_RS14915	2.9590070480118618	gene-ACZ0AN_RS17050	-1.4162598944509583	opposite
WP_032863920.1	WP_224146418.1	gene-ACSAL1_RS14685	1.3007322633641176	gene-ACZ0AN_RS16835	1.9087232015654985	conserved_up
WP_209388240.1	WP_020451410.1	gene-ACSAL1_RS08370	4.747927561056087	gene-ACZ0AN_RS09070	1.0520172326355437	conserved_up
WP_209388310.1	WP_463315701.1	gene-ACSAL1_RS09490	-6.482509195309159	gene-ACZ0AN_RS10640	-5.94605678116537	conserved_down
WP_007410036.1	WP_020452927.1	gene-ACSAL1_RS15555	4.5809893873153245	gene-ACZ0AN_RS17690	2.407085786537572	conserved_up
WP_007609791.1	WP_095293002.1	gene-ACSAL1_RS03165	-3.0007844564021773	gene-ACZ0AN_RS03230	-1.2714857724273227	conserved_down
WP_007612991.1	WP_020452519.1	gene-ACSAL1_RS13160	-3.0268642333038507	gene-ACZ0AN_RS15250	-1.30229110200227	conserved_down
WP_014304649.1	WP_020452571.1	gene-ACSAL1_RS04215	1.4252616583793405	gene-ACZ0AN_RS15530	2.04064355755406	conserved_up
WP_014418515.1	WP_020452393.1	gene-ACSAL1_RS12480	1.6039663037829603	gene-ACZ0AN_RS14530	1.488872284702228	conserved_up
WP_110085500.1	WP_020451902.1	gene-ACSAL1_RS10315	2.359979697845892	gene-ACZ0AN_RS11750	1.061756507421873	conserved_up
WP_167408947.1	WP_463315688.1	gene-ACSAL1_RS13595	-3.621628308983184	gene-ACZ0AN_RS09690	-1.5516897432526406	conserved_down
WP_209388201.1	WP_003181456.1	gene-ACSAL1_RS07560	1.5856003151824465	gene-ACZ0AN_RS08240	-1.493935486351327	opposite
WP_003156640.1	WP_020452159.1	gene-ACSAL1_RS01570	2.7062858342601133	gene-ACZ0AN_RS13205	2.3500364321204543	conserved_up
WP_007409427.1	WP_023857489.1	gene-ACSAL1_RS10875	2.066445668522116	gene-ACZ0AN_RS12355	1.7905473276227826	conserved_up
WP_007409740.1	WP_095290449.1	gene-ACSAL1_RS07955	1.6250628194059014	gene-ACZ0AN_RS08665	-2.2507549507782385	opposite
WP_007410056.1	WP_023856236.1	gene-ACSAL1_RS15455	-3.7993316724998905	gene-ACZ0AN_RS17555	-1.2411519343862296	conserved_down
WP_007609269.1	WP_020452126.1	gene-ACSAL1_RS01645	-8.731497773152256	gene-ACZ0AN_RS13025	-6.096408181815178	conserved_down
WP_154817944.1	WP_249726582.1	gene-ACSAL1_RS15635	1.4893961096657558	gene-ACZ0AN_RS06815	-2.282602433784756	opposite
WP_209387385.1	WP_035338526.1	gene-ACSAL1_RS10490	2.147092765768256	gene-ACZ0AN_RS11930	-1.4171710271375706	opposite
WP_209387624.1	WP_023856361.1	gene-ACSAL1_RS16415	3.1997713131795784	gene-ACZ0AN_RS18515	3.7541233757185535	conserved_up
WP_209387679.1	WP_026579237.1	gene-ACSAL1_RS17410	1.4849867843889553	gene-ACZ0AN_RS14050	1.5192416637782065	conserved_up
WP_209388080.1	WP_020450884.1	gene-ACSAL1_RS05520	-1.088607655130584	gene-ACZ0AN_RS06115	2.025266382205205	opposite
WP_209388085.1	WP_020450903.1	gene-ACSAL1_RS05570	-1.7402385939706209	gene-ACZ0AN_RS06220	2.102155761715547	opposite
WP_481748173.1	WP_105981050.1	gene-ACSAL1_RS10810	-5.216732604908226	gene-ACZ0AN_RS12265	-2.176400527806829	conserved_down
WP_003154237.1	WP_079289134.1	gene-ACSAL1_RS08330	1.228705730217023	gene-ACZ0AN_RS09030	2.18840402564041	conserved_up
WP_003154243.1	WP_101560838.1	gene-ACSAL1_RS08305	3.055942614352287	gene-ACZ0AN_RS09005	2.16190947115054	conserved_up
WP_003154259.1	WP_025811385.1	gene-ACSAL1_RS08250	1.9628184827220576	gene-ACZ0AN_RS08950	3.8245743595860016	conserved_up
WP_007407470.1	WP_025810706.1	gene-ACSAL1_RS16590	-2.3203582946019963	gene-ACZ0AN_RS18680	3.064638559250787	opposite
WP_007407537.1	WP_206761243.1	gene-ACSAL1_RS16995	-1.4793208331478496	gene-ACZ0AN_RS19115	1.2364500784013857	opposite
WP_007408329.1	WP_020452167.1	gene-ACSAL1_RS11690	-11.145716030371412	gene-ACZ0AN_RS13245	-7.891609756638836	conserved_down
WP_012118695.1	WP_025810624.1	gene-ACSAL1_RS17695	-5.000973144053073	gene-ACZ0AN_RS19810	-1.0626817659050756	conserved_down
WP_012118784.1	WP_095291331.1	gene-ACSAL1_RS18340	2.1270939898983303	gene-ACZ0AN_RS20580	3.6371951882411935	conserved_up
WP_014417181.1	WP_020450540.1	gene-ACSAL1_RS03915	1.0989780113179863	gene-ACZ0AN_RS04175	1.7105647076707335	conserved_up
WP_017419162.1	WP_059231341.1	gene-ACSAL1_RS03070	1.1450079842898782	gene-ACZ0AN_RS14845	-1.3067815561024736	opposite
WP_021494173.1	WP_075213795.1	gene-ACSAL1_RS09590	6.6109245653865	gene-ACZ0AN_RS10685	4.030802150286297	conserved_up
WP_061861897.1	WP_101561566.1	gene-ACSAL1_RS02840	-3.4896773671917933	gene-ACZ0AN_RS03010	-2.8988960733055515	conserved_down
WP_077721760.1	WP_020452157.1	gene-ACSAL1_RS01580	1.8800441985345884	gene-ACZ0AN_RS13195	1.3902682595375233	conserved_up
WP_209388263.1	WP_020452348.1	gene-ACSAL1_RS08895	-1.2524950976342657	gene-ACZ0AN_RS14285	-1.08045050474436	conserved_down
WP_007409704.1	WP_020451294.1	gene-ACSAL1_RS07735	2.0770049179577548	gene-ACZ0AN_RS08420	1.000841794795999	conserved_up
WP_007410407.1	WP_020449871.1	gene-ACSAL1_RS00835	2.228470254404137	gene-ACZ0AN_RS00845	-1.2209646804641816	opposite
WP_014419260.1	WP_257475246.1	gene-ACSAL1_RS18510	-6.240983486470718	gene-ACZ0AN_RS15400	5.335243977900378	opposite
WP_029972872.1	WP_128822195.1	gene-ACSAL1_RS17530	2.812218569607233	gene-ACZ0AN_RS20370	-1.795460543469901	opposite
WP_209387507.1	WP_020452601.1	gene-ACSAL1_RS13720	-2.9707321629145964	gene-ACZ0AN_RS15705	1.6448229125444818	opposite
WP_209387565.1	WP_020450840.1	gene-ACSAL1_RS15115	-3.024986099388633	gene-ACZ0AN_RS05870	2.925827087659836	opposite
WP_209388237.1	WP_020451396.1	gene-ACSAL1_RS08290	4.075032889030868	gene-ACZ0AN_RS08990	2.8385944950647946	conserved_up
WP_003154494.1	WP_003181465.1	gene-ACSAL1_RS07585	-1.5359154723180035	gene-ACZ0AN_RS08265	2.530751783860001	opposite
WP_003154836.1	WP_023856720.1	gene-ACSAL1_RS06460	2.982318937492834	gene-ACZ0AN_RS06985	-1.0506667382236583	opposite
WP_007408822.1	WP_075212784.1	gene-ACSAL1_RS14030	2.0635689781125235	gene-ACZ0AN_RS16045	1.4062881097759754	conserved_up
WP_007408836.1	WP_020452680.1	gene-ACSAL1_RS14125	-2.3175374697918647	gene-ACZ0AN_RS16150	1.1396511708229558	opposite
WP_007409237.1	WP_026579965.1	gene-ACSAL1_RS05050	-1.3226174272393254	gene-ACZ0AN_RS05525	1.4886367338657742	opposite
WP_017417943.1	WP_149169593.1	gene-ACSAL1_RS09585	5.651574961305816	gene-ACZ0AN_RS10680	4.669124185727576	conserved_up
WP_017417961.1	WP_020451807.1	gene-ACSAL1_RS09745	-1.0584476815359367	gene-ACZ0AN_RS11240	8.30862106703416	opposite
WP_021495015.1	WP_020451572.1	gene-ACSAL1_RS03050	3.3480228550340394	gene-ACZ0AN_RS09945	1.025800897923306	conserved_up
WP_022552595.1	WP_026580558.1	gene-ACSAL1_RS02080	-2.613365052834894	gene-ACZ0AN_RS02450	-1.1412646109687523	conserved_down
WP_209387613.1	WP_020453028.1	gene-ACSAL1_RS16125	-5.160458131216826	gene-ACZ0AN_RS18280	-6.420474377033791	conserved_down
WP_209387667.1	WP_095292203.1	gene-ACSAL1_RS17035	-1.7654474575762205	gene-ACZ0AN_RS18005	-1.1489838384540092	conserved_down
WP_209387673.1	WP_023857110.1	gene-ACSAL1_RS17220	1.805820452869502	gene-ACZ0AN_RS19355	-1.808681497853818	opposite
WP_209388092.1	WP_020450924.1	gene-ACSAL1_RS05695	-10.07162757888156	gene-ACZ0AN_RS06340	-1.5796372349978192	conserved_down
WP_209388132.1	WP_020452921.1	gene-ACSAL1_RS06295	2.85356140040562	gene-ACZ0AN_RS17660	-1.839998180032269	opposite
WP_209388138.1	WP_249726576.1	gene-ACSAL1_RS06370	6.143813365238279	gene-ACZ0AN_RS06895	1.2365303135077437	conserved_up
WP_003156639.1	WP_020452158.1	gene-ACSAL1_RS01575	2.488416056033597	gene-ACZ0AN_RS13200	2.383794255565834	conserved_up
WP_007407248.1	WP_023856762.1	gene-ACSAL1_RS06605	-2.595291170227365	gene-ACZ0AN_RS07245	-1.1613355431782524	conserved_down
WP_014417341.1	WP_023856566.1	gene-ACSAL1_RS05225	-1.5868136767450012	gene-ACZ0AN_RS05695	-1.1397539687681253	conserved_down
WP_022553605.1	WP_103749065.1	gene-ACSAL1_RS05025	-1.011685951071803	gene-ACZ0AN_RS05505	-2.313746019608196	conserved_down
WP_022553706.1	WP_020452785.1	gene-ACSAL1_RS14680	1.4637724241629897	gene-ACZ0AN_RS16830	2.082874836018976	conserved_up
WP_104843205.1	WP_020450688.1	gene-ACSAL1_RS04730	-2.758061894974675	gene-ACZ0AN_RS05090	1.957381722390279	opposite
WP_021494112.1	WP_145645272.1	gene-ACSAL1_RS15545	1.250527747499146	gene-ACZ0AN_RS13350	-2.4717615604789205	opposite
WP_021495071.1	WP_249726879.1	gene-ACSAL1_RS02635	1.7491701675566806	gene-ACZ0AN_RS16925	1.8497473735124328	conserved_up
WP_021495223.1	WP_020453012.1	gene-ACSAL1_RS16035	2.001584427761545	gene-ACZ0AN_RS18195	2.930528987588032	conserved_up
WP_115941057.1	WP_216921597.1	gene-ACSAL1_RS15815	5.424529260102979	gene-ACZ0AN_RS01640	-3.521480606460165	opposite
WP_159353720.1	WP_039072751.1	gene-ACSAL1_RS01150	-1.216529476565915	gene-ACZ0AN_RS10455	-1.5264984191872444	conserved_down
WP_179156185.1	WP_065644469.1	gene-ACSAL1_RS01005	-3.997533034475594	gene-ACZ0AN_RS19595	4.4658135840322375	opposite
WP_209387770.1	WP_020451188.1	gene-ACSAL1_RS18850	1.4661509810766142	gene-ACZ0AN_RS07830	-1.776085064072524	opposite
WP_003152013.1	WP_003184900.1	gene-ACSAL1_RS14815	1.23429023707892	gene-ACZ0AN_RS16980	-3.6253451981592177	opposite
WP_003152056.1	WP_023856153.1	gene-ACSAL1_RS14700	2.040517932540208	gene-ACZ0AN_RS16850	1.5971631967375328	conserved_up
WP_003152109.1	WP_048349932.1	gene-ACSAL1_RS14555	3.0347676800512047	gene-ACZ0AN_RS03115	3.033028153331931	conserved_up
WP_003152428.1	WP_023855496.1	gene-ACSAL1_RS13480	-4.184454578075795	gene-ACZ0AN_RS15555	-2.7723640814601618	conserved_down
WP_003155740.1	WP_020450451.1	gene-ACSAL1_RS03470	1.7888922485820404	gene-ACZ0AN_RS03715	1.4795284656142655	conserved_up
WP_003155777.1	WP_020450431.1	gene-ACSAL1_RS03370	-2.8572146915143524	gene-ACZ0AN_RS03595	-5.242249910141628	conserved_down
WP_007610368.1	WP_020450770.1	gene-ACSAL1_RS05015	-3.115134870592171	gene-ACZ0AN_RS05480	-1.0180402323083362	conserved_down
WP_007613482.1	WP_025809768.1	gene-ACSAL1_RS14880	4.0451280043721525	gene-ACZ0AN_RS17015	2.463485757789753	conserved_up
WP_007613715.1	WP_043054605.1	gene-ACSAL1_RS15530	1.4955969217899057	gene-ACZ0AN_RS17675	-1.8904054174507483	opposite
WP_128496533.1	WP_059230658.1	gene-ACSAL1_RS04825	-2.757406303711848	gene-ACZ0AN_RS05225	1.6002988216732843	opposite
WP_209387345.1	WP_023857357.1	gene-ACSAL1_RS09835	2.46989137940372	gene-ACZ0AN_RS11315	1.8831739039455029	conserved_up
WP_209387859.1	WP_025811956.1	gene-ACSAL1_RS01600	-5.210545311313145	gene-ACZ0AN_RS03425	-3.586727143568864	conserved_down
WP_209387863.1	WP_463315624.1	gene-ACSAL1_RS01725	-1.3586295861237343	gene-ACZ0AN_RS02465	1.5136745945016676	opposite
WP_209387899.1	WP_039073225.1	gene-ACSAL1_RS02185	-1.129939052314909	gene-ACZ0AN_RS02590	2.7237668876926624	opposite
WP_209387903.1	WP_095291242.1	gene-ACSAL1_RS02245	2.4831709107362503	gene-ACZ0AN_RS21000	-2.445553852128872	opposite
WP_209387996.1	WP_463315642.1	gene-ACSAL1_RS03960	2.0246905568297398	gene-ACZ0AN_RS04200	2.379799546596909	conserved_up
WP_209388031.1	WP_026580312.1	gene-ACSAL1_RS04560	-7.120532440788012	gene-ACZ0AN_RS20440	1.2134458920435158	opposite
WP_003155217.1	WP_463315658.1	gene-ACSAL1_RS05240	-1.2965613643898437	gene-ACZ0AN_RS05710	-4.368438428530614	conserved_down
WP_004264696.1	WP_020449802.1	gene-ACSAL1_RS00270	1.3673912887456747	gene-ACZ0AN_RS00285	1.18374635671308	conserved_up
WP_007407383.1	WP_025810736.1	gene-ACSAL1_RS16090	-6.241506271191187	gene-ACZ0AN_RS18245	-7.177697202871734	conserved_down
WP_014417317.1	WP_020450775.1	gene-ACSAL1_RS05030	-1.358937095658802	gene-ACZ0AN_RS05510	-2.505065121604656	conserved_down
WP_014417626.1	WP_020451223.1	gene-ACSAL1_RS07295	-1.5745785433169384	gene-ACZ0AN_RS08020	-1.7186655527617674	conserved_down
WP_014417632.1	WP_020451234.1	gene-ACSAL1_RS07345	1.36134188416796	gene-ACZ0AN_RS08080	1.06843973217403	conserved_up
WP_061862346.1	WP_101561047.1	gene-ACSAL1_RS10885	1.5375134319090966	gene-ACZ0AN_RS12365	2.8098513914701604	conserved_up
WP_072177407.1	WP_212110455.1	gene-ACSAL1_RS06400	4.099384548862237	gene-ACZ0AN_RS06925	1.337524763112387	conserved_up
WP_209387432.1	WP_025811157.1	gene-ACSAL1_RS11745	2.427555372990398	gene-ACZ0AN_RS13300	6.881199651120326	conserved_up
WP_209387437.1	WP_025811788.1	gene-ACSAL1_RS11815	2.5663934508619137	gene-ACZ0AN_RS05425	3.607973905812304	conserved_up
WP_209387498.1	WP_025810999.1	gene-ACSAL1_RS13425	1.5580287563427038	gene-ACZ0AN_RS15495	-1.1777824491802114	opposite
WP_209387533.1	WP_245117755.1	gene-ACSAL1_RS14380	9.031164912910793	gene-ACZ0AN_RS16460	1.6817709586311131	conserved_up
WP_209387587.1	WP_035337713.1	gene-ACSAL1_RS15770	1.9849333824227184	gene-ACZ0AN_RS18035	3.3668972460128943	conserved_up
WP_209388180.1	WP_095290367.1	gene-ACSAL1_RS07115	-1.371126921660074	gene-ACZ0AN_RS07810	-1.611368312629892	conserved_down
WP_209388204.1	WP_023857262.1	gene-ACSAL1_RS07640	2.086877056381955	gene-ACZ0AN_RS08320	1.6330793804336052	conserved_up
WP_209388294.1	WP_025809984.1	gene-ACSAL1_RS09320	-5.161210575933284	gene-ACZ0AN_RS10325	1.2245817898997904	opposite
WP_007407578.1	WP_145654112.1	gene-ACSAL1_RS17230	-4.6499084786959255	gene-ACZ0AN_RS02960	-4.830026554918872	conserved_down
WP_007407590.1	WP_023857087.1	gene-ACSAL1_RS17290	1.7435976681277294	gene-ACZ0AN_RS19480	2.623237373854236	conserved_up
WP_014305691.1	WP_020452742.1	gene-ACSAL1_RS14430	1.6303062816933798	gene-ACZ0AN_RS16585	-1.519135576319331	opposite
WP_014305920.1	WP_003185659.1	gene-ACSAL1_RS16545	5.571561228131301	gene-ACZ0AN_RS18630	4.058028702998095	conserved_up
WP_209387448.1	WP_020452283.1	gene-ACSAL1_RS12230	1.845316866403148	gene-ACZ0AN_RS13915	4.612007951775259	conserved_up
WP_209387469.1	WP_026579141.1	gene-ACSAL1_RS12710	-8.993120230055487	gene-ACZ0AN_RS14770	-1.5809922094879618	conserved_down
WP_209387472.1	WP_059231345.1	gene-ACSAL1_RS12730	-2.0796347991122253	gene-ACZ0AN_RS14790	2.6462009780219864	opposite
WP_209387721.1	WP_023856958.1	gene-ACSAL1_RS18180	-3.1947587087731413	gene-ACZ0AN_RS20280	-1.932750342133404	conserved_down
WP_209387803.1	WP_023855350.1	gene-ACSAL1_RS19365	1.0144065582105024	gene-ACZ0AN_RS14355	1.3852819131879075	conserved_up
WP_209388044.1	WP_463315650.1	gene-ACSAL1_RS04750	-3.67331722753992	gene-ACZ0AN_RS05120	-1.6420688221748097	conserved_down
WP_209388153.1	WP_003180957.1	gene-ACSAL1_RS06640	-6.497489586934412	gene-ACZ0AN_RS07280	-1.961174107041807	conserved_down
WP_209388156.1	WP_026579642.1	gene-ACSAL1_RS06665	-3.57050456199533	gene-ACZ0AN_RS10335	-1.417485771650734	conserved_down
WP_003219701.1	WP_003185730.1	gene-ACSAL1_RS16680	-1.91182500742228	gene-ACZ0AN_RS18780	-1.2603698462659634	conserved_down
